,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,display_time,id,total_points
39,text-recall,,text-recall,49.0,1543316.0,0.0-51.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['RAYON', 'CANARY', 'FELT', 'LINEN', 'VULTURE', 'CROW', 'GOLF', 'FISHING', 'BOWLING', 'GOLF']","['RAYON', 'CANARY', 'FELT', 'LINEN', 'VULTURE', 'CROW', 'GOLF', 'FISHING', 'BOWLING']","['RUGBY', 'WING', 'ROOF', 'CEILING', 'LEATHER', 'PIGEON', 'CLOSET']","['GOLF', 'FISHING', 'RUGBY', 'CANARY', 'WING', 'BOWLING', 'FELT', 'VULTURE', 'ROOF', 'CROW', 'CEILING', 'LEATHER', 'PIGEON', 'LINEN', 'CLOSET', 'RAYON']",9.0,False,"[2541, 2623, 1272, 1029, 2002, 1005, 1948, 1678, 1464, 25030]",True,46872.0,categorized_16_1,,,,
40,reminder-random,,reminder,50.0,1593061.0,0.0-52.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,['ROOF'],['ROOF'],"['RUGBY', 'WING', 'LEATHER', 'PIGEON', 'CLOSET']","['GOLF', 'FISHING', 'RUGBY', 'CANARY', 'WING', 'BOWLING', 'FELT', 'VULTURE', 'ROOF', 'CROW', 'CEILING', 'LEATHER', 'PIGEON', 'LINEN', 'CLOSET', 'RAYON']",1.0,False,[1484],,,categorized_16_1,CEILING,3000.0,,
41,text-recall,,text-recall,53.0,1708004.0,0.0-55.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['INDIGO', 'BROWN', 'MAROON', 'TAN', 'JOURNAL', 'TYPHOON', 'SUNSHINE', 'MANUSCRIPT', 'BOAT']","['INDIGO', 'BROWN', 'MAROON', 'TAN', 'JOURNAL', 'TYPHOON', 'SUNSHINE', 'MANUSCRIPT', 'BOAT']","['LETTER', 'BICYCLE', 'BULLETIN', 'TROLLEY', 'STREETCAR', 'LIGHTNING', 'WIND']","['TYPHOON', 'LETTER', 'JOURNAL', 'BICYCLE', 'BULLETIN', 'SUNSHINE', 'TROLLEY', 'INDIGO', 'BROWN', 'MAROON', 'STREETCAR', 'LIGHTNING', 'BOAT', 'MANUSCRIPT', 'WIND', 'TAN']",9.0,False,"[1504, 1130, 1768, 1084, 3604, 5585, 6440, 7437, 14130]",True,58202.0,categorized_16_7,,,,
42,reminder-best,,reminder,54.0,1746356.0,0.0-56.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,['LIGHTNING'],['LIGHTNING'],"['LETTER', 'BULLETIN', 'TROLLEY', 'STREETCAR', 'WIND']","['TYPHOON', 'LETTER', 'JOURNAL', 'BICYCLE', 'BULLETIN', 'SUNSHINE', 'TROLLEY', 'INDIGO', 'BROWN', 'MAROON', 'STREETCAR', 'LIGHTNING', 'BOAT', 'MANUSCRIPT', 'WIND', 'TAN']",1.0,False,[16589],,,categorized_16_7,BICYCLE,3000.0,,
43,text-recall,,text-recall,57.0,1923045.0,0.0-59.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['PARROT', 'CARP', 'PENGUIN', 'SHARK', 'BADMINTON', 'GYMNASTICS', 'INSTRUMENTAL', 'SYMPHONY', 'CATFISH', 'CARP', 'PERCH', 'SOFTBALL', 'RUGBY']","['PARROT', 'CARP', 'PENGUIN', 'SHARK', 'BADMINTON', 'GYMNASTICS', 'INSTRUMENTAL', 'SYMPHONY', 'CATFISH', 'PERCH', 'SOFTBALL']","['SKA', 'WRESTLING', 'CRANE', 'PEACOCK', 'SOUL']","['SHARK', 'PENGUIN', 'BADMINTON', 'SKA', 'WRESTLING', 'SYMPHONY', 'CRANE', 'PEACOCK', 'GYMNASTICS', 'CATFISH', 'INSTRUMENTAL', 'SOFTBALL', 'SOUL', 'PERCH', 'PARROT', 'CARP']",11.0,False,"[2179, 1074, 1470, 988, 2661, 6083, 1840, 2551, 15120, 917, 19652, 6651, 7941]",True,73990.0,categorized_16_8,,,,
44,reminder-best,,reminder,58.0,1949650.0,0.0-60.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,[],[],"['WRESTLING', 'CRANE', 'PEACOCK', 'SOUL']","['SHARK', 'PENGUIN', 'BADMINTON', 'SKA', 'WRESTLING', 'SYMPHONY', 'CRANE', 'PEACOCK', 'GYMNASTICS', 'CATFISH', 'INSTRUMENTAL', 'SOFTBALL', 'SOUL', 'PERCH', 'PARROT', 'CARP']",0.0,False,[],,,categorized_16_8,SKA,3000.0,,
45,text-recall,,text-recall,61.0,2049851.0,0.0-63.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['BATHROOM', 'ROOM', 'WALLS', 'BASEMENT', 'HARMONICA', 'BANJO', 'VIOLA', 'ELM', 'EVERGREEN', 'FIR', 'BATTLESHIP', 'YACHT', 'SCHOONER']","['BATHROOM', 'ROOM', 'WALLS', 'BASEMENT', 'HARMONICA', 'BANJO', 'VIOLA', 'ELM', 'EVERGREEN', 'FIR', 'BATTLESHIP', 'YACHT', 'SCHOONER']","['KEYBOARD', 'FERRY', 'BEECH']","['ROOM', 'ELM', 'KEYBOARD', 'EVERGREEN', 'FERRY', 'HARMONICA', 'BANJO', 'WALLS', 'BATHROOM', 'FIR', 'SCHOONER', 'BEECH', 'YACHT', 'BATTLESHIP', 'BASEMENT', 'VIOLA']",13.0,False,"[4656, 813, 1033, 1711, 4158, 1142, 1199, 1071, 4410, 804, 12667, 1428, 1223]",True,44832.0,categorized_16_5,,,,
46,reminder-best,,reminder,62.0,2101585.0,0.0-64.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,[],[],"['KEYBOARD', 'BEECH']","['ROOM', 'ELM', 'KEYBOARD', 'EVERGREEN', 'FERRY', 'HARMONICA', 'BANJO', 'WALLS', 'BATHROOM', 'FIR', 'SCHOONER', 'BEECH', 'YACHT', 'BATTLESHIP', 'BASEMENT', 'VIOLA']",0.0,False,[],,,categorized_16_5,FERRY,3000.0,,
47,text-recall,,text-recall,65.0,2202884.0,0.0-67.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['CHERRY', 'FIG', 'MANGO', 'GRAPE', 'OTTOMAN', 'KITCHEN', 'MOTORCYCLE', 'HELICOPTER', 'VAN', 'LOBBY', 'ENTRANCE', 'FLOOR', 'DESK', 'BUREAU', 'CABINET']","['CHERRY', 'FIG', 'MANGO', 'GRAPE', 'OTTOMAN', 'KITCHEN', 'MOTORCYCLE', 'HELICOPTER', 'VAN', 'LOBBY', 'ENTRANCE', 'FLOOR', 'DESK', 'BUREAU', 'CABINET']",['JEEP'],"['FIG', 'KITCHEN', 'DESK', 'OTTOMAN', 'HELICOPTER', 'CABINET', 'FLOOR', 'GRAPE', 'LOBBY', 'MOTORCYCLE', 'BUREAU', 'ENTRANCE', 'CHERRY', 'VAN', 'MANGO', 'JEEP']",15.0,False,"[1280, 1061, 1672, 1141, 1456, 1143, 1929, 2799, 1484, 1131, 2129, 1041, 17142, 2115, 2746]",True,44622.0,categorized_16_2,,,,
48,reminder-none,,reminder,66.0,2203887.0,0.0-68.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,True,[],[],[],"['FIG', 'KITCHEN', 'DESK', 'OTTOMAN', 'HELICOPTER', 'CABINET', 'FLOOR', 'GRAPE', 'LOBBY', 'MOTORCYCLE', 'BUREAU', 'ENTRANCE', 'CHERRY', 'VAN', 'MANGO', 'JEEP']",0.0,False,[],,,categorized_16_2,,0.0,,
49,text-recall,,text-recall,69.0,2312843.0,0.0-71.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,"['TRACTOR', 'TRAILER', 'BOLT', 'MOOSE', 'DRILL', 'TRAIN', 'PAPER', 'PENCIL', 'ESSAY', 'RULER', 'RAT', 'SQUIRREL']","['TRACTOR', 'TRAILER', 'BOLT', 'MOOSE', 'DRILL', 'TRAIN', 'PAPER', 'PENCIL', 'ESSAY', 'RULER', 'RAT', 'SQUIRREL']","['EDITORIAL', 'CARRIAGE', 'DIGEST', 'TIGER']","['EDITORIAL', 'TRAILER', 'RAT', 'CARRIAGE', 'ESSAY', 'TRAIN', 'BOLT', 'PAPER', 'PENCIL', 'DIGEST', 'SQUIRREL', 'TIGER', 'TRACTOR', 'MOOSE', 'RULER', 'DRILL']",12.0,False,"[2051, 1646, 922, 1133, 2198, 5469, 3607, 1539, 1143, 1174, 17194, 4544]",True,52561.0,categorized_16_9,,,,
50,reminder-worst,,reminder,70.0,2356735.0,0.0-72.0,pilot,53,opt-rems-full,debugCSKIj:debugx5yMt,False,[],[],"['EDITORIAL', 'DIGEST', 'TIGER']","['EDITORIAL', 'TRAILER', 'RAT', 'CARRIAGE', 'ESSAY', 'TRAIN', 'BOLT', 'PAPER', 'PENCIL', 'DIGEST', 'SQUIRREL', 'TIGER', 'TRACTOR', 'MOOSE', 'RULER', 'DRILL']",0.0,False,[],,,categorized_16_9,CARRIAGE,3000.0,,
51,total-points,,,,,,,,,debugCSKIj:debugx5yMt,,,,,,,,,,,,,,debugCSKIj:debugx5yMt,145.0
52,survey-text,"{""Q0"":""5f63d462fb4c4713b69d4bb7""}",survey-text,0.0,24630.0,0.0-0.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,,,,,,,,,,,,,,,
53,text-recall,,text-recall,30.0,603994.0,0.0-27.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['LETTER', 'DIGEST', 'BLUES', 'MOTOCYCLE']","['LETTER', 'DIGEST', 'BLUES']","['NOVEL', 'SPARROW', 'VULTURE', 'MOTORCYCLE', 'CROW', 'TRAIN', 'PARROT', 'BOAT', 'POP', 'HELICOPTER', 'INSTRUMENTAL', 'ENCYCLOPEDIA', 'BLUEGRASS']","['NOVEL', 'BLUES', 'SPARROW', 'VULTURE', 'MOTORCYCLE', 'CROW', 'TRAIN', 'PARROT', 'BOAT', 'POP', 'HELICOPTER', 'INSTRUMENTAL', 'ENCYCLOPEDIA', 'BLUEGRASS', 'DIGEST', 'LETTER']",3.0,False,"[2031, 2782, 2480, 6778]",True,23227.0,categorized_16_11,,,,
54,reminder-worst,,reminder,31.0,679276.0,0.0-28.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['ENCYCLOPDA', 'CROW', 'SPARROW', 'HELICOPTER', 'PARROT', 'BLUEGRASS']","['CROW', 'SPARROW', 'HELICOPTER', 'PARROT', 'BLUEGRASS']","['NOVEL', 'VULTURE', 'MOTORCYCLE', 'TRAIN', 'BOAT', 'POP', 'INSTRUMENTAL']","['NOVEL', 'BLUES', 'SPARROW', 'VULTURE', 'MOTORCYCLE', 'CROW', 'TRAIN', 'PARROT', 'BOAT', 'POP', 'HELICOPTER', 'INSTRUMENTAL', 'ENCYCLOPEDIA', 'BLUEGRASS', 'DIGEST', 'LETTER']",5.0,False,"[3781, 2963, 1766, 4957, 7692, 7390]",,,categorized_16_11,ENCYCLOPEDIA,3000.0,,
55,text-recall,,text-recall,34.0,798714.0,0.0-31.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['SKA', 'VALLEY', 'HILL', 'GORGE', 'REGGAE', 'CEDER', 'POP', 'TECHNO']","['SKA', 'VALLEY', 'HILL', 'GORGE', 'REGGAE', 'TECHNO']","['TIGER', 'BIRCH', 'DONKEY', 'GOSPEL', 'EUCALYPTUS', 'MOUSE', 'PLAIN', 'ELK', 'FIR', 'CEDAR']","['TIGER', 'BIRCH', 'DONKEY', 'GOSPEL', 'GORGE', 'VALLEY', 'REGGAE', 'EUCALYPTUS', 'HILL', 'MOUSE', 'PLAIN', 'SKA', 'ELK', 'FIR', 'CEDAR', 'TECHNO']",6.0,False,"[3441, 1882, 7230, 4461, 20409, 5602, 5136, 14360]",True,65492.0,categorized_16_4,,,,
56,reminder-random,,reminder,35.0,829863.0,0.0-32.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['BIRCH', 'MOUNTAIN', 'MOUSE']",['MOUSE'],"['TIGER', 'DONKEY', 'GOSPEL', 'EUCALYPTUS', 'PLAIN', 'ELK', 'FIR', 'CEDAR']","['TIGER', 'BIRCH', 'DONKEY', 'GOSPEL', 'GORGE', 'VALLEY', 'REGGAE', 'EUCALYPTUS', 'HILL', 'MOUSE', 'PLAIN', 'SKA', 'ELK', 'FIR', 'CEDAR', 'TECHNO']",1.0,False,"[1396, 12164, 5125]",,,categorized_16_4,BIRCH,3000.0,,
57,text-recall,,text-recall,38.0,929353.0,0.0-35.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['FERRY', 'ELM', 'BEECH', 'SLOOP', 'CANYON', 'WATERFALL', 'FENCHING', 'GLAICER', 'GOLF']","['FERRY', 'ELM', 'BEECH', 'SLOOP', 'CANYON', 'WATERFALL', 'FENCING', 'GOLF']","['DIVING', 'MAPLE', 'GLACIER', 'EVERGREEN', 'BARGE', 'CLIFF', 'HANDBALL', 'YACHT']","['ELM', 'DIVING', 'MAPLE', 'GLACIER', 'EVERGREEN', 'BARGE', 'CLIFF', 'GOLF', 'HANDBALL', 'WATERFALL', 'FENCING', 'BEECH', 'YACHT', 'SLOOP', 'CANYON', 'FERRY']",8.0,False,"[3267, 1710, 2394, 7173, 2168, 5984, 3510, 4890, 2943]",True,35719.0,categorized_16_0,,,,
58,reminder-best,,reminder,39.0,990151.0,0.0-36.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['GLAICER', 'MAPLE']",['MAPLE'],"['DIVING', 'EVERGREEN', 'BARGE', 'CLIFF', 'HANDBALL', 'YACHT']","['ELM', 'DIVING', 'MAPLE', 'GLACIER', 'EVERGREEN', 'BARGE', 'CLIFF', 'GOLF', 'HANDBALL', 'WATERFALL', 'FENCING', 'BEECH', 'YACHT', 'SLOOP', 'CANYON', 'FERRY']",1.0,False,"[4751, 4028]",,,categorized_16_0,GLACIER,3000.0,,
59,text-recall,,text-recall,42.0,1098302.0,0.0-39.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['PALACE', 'HUT', 'REPORT', 'HOTEL', 'BANJO', 'BROWN', 'BOOKLET', 'EDITITOAL', 'KEYBORAD', 'FIDDLE']","['PALACE', 'HUT', 'REPORT', 'HOTEL', 'BANJO', 'BROWN', 'BOOKLET', 'KEYBOARD', 'FIDDLE']","['DORMITORY', 'JOURNAL', 'VIOLA', 'INDIGO', 'CRIMSON', 'EDITORIAL', 'MAROON']","['HUT', 'DORMITORY', 'JOURNAL', 'BOOKLET', 'VIOLA', 'INDIGO', 'CRIMSON', 'EDITORIAL', 'BROWN', 'MAROON', 'REPORT', 'BANJO', 'HOTEL', 'FIDDLE', 'KEYBOARD', 'PALACE']",9.0,False,"[9313, 2128, 5604, 3423, 1368, 3065, 8954, 7666, 5037, 1519]",True,52254.0,categorized_16_10,,,,
60,reminder-best,,reminder,43.0,1142718.0,0.0-40.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,['INDIGO'],['INDIGO'],"['DORMITORY', 'JOURNAL', 'VIOLA', 'CRIMSON', 'MAROON']","['HUT', 'DORMITORY', 'JOURNAL', 'BOOKLET', 'VIOLA', 'INDIGO', 'CRIMSON', 'EDITORIAL', 'BROWN', 'MAROON', 'REPORT', 'BANJO', 'HOTEL', 'FIDDLE', 'KEYBOARD', 'PALACE']",1.0,False,[7596],,,categorized_16_10,EDITORIAL,3000.0,,
61,text-recall,,text-recall,46.0,1232179.0,0.0-43.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['PORCH', 'EARTHQUAKE', 'HAIL', 'FINCH', 'BOXING']","['PORCH', 'EARTHQUAKE', 'HAIL', 'FINCH', 'BOXING']","['SNOW', 'ELEVATOR', 'LACROSSE', 'BLIZZARD', 'DUCK', 'BATHROOM', 'RUGBY', 'FLOOR', 'TRACK', 'PENGUIN', 'CANARY']","['BOXING', 'SNOW', 'ELEVATOR', 'LACROSSE', 'BLIZZARD', 'DUCK', 'HAIL', 'BATHROOM', 'FINCH', 'RUGBY', 'FLOOR', 'TRACK', 'PENGUIN', 'CANARY', 'EARTHQUAKE', 'PORCH']",5.0,False,"[7113, 4277, 4147, 6686, 10527]",True,35854.0,categorized_16_5,,,,
62,reminder-best,,reminder,47.0,1293018.0,0.0-44.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['FLOOR', 'TRACK', 'PENGUIN', 'BATHROOM']","['TRACK', 'PENGUIN', 'BATHROOM']","['SNOW', 'ELEVATOR', 'LACROSSE', 'BLIZZARD', 'DUCK', 'RUGBY', 'CANARY']","['BOXING', 'SNOW', 'ELEVATOR', 'LACROSSE', 'BLIZZARD', 'DUCK', 'HAIL', 'BATHROOM', 'FINCH', 'RUGBY', 'FLOOR', 'TRACK', 'PENGUIN', 'CANARY', 'EARTHQUAKE', 'PORCH']",3.0,False,"[2907, 2711, 2966, 5115]",,,categorized_16_5,FLOOR,3000.0,,
63,text-recall,,text-recall,50.0,1373263.0,0.0-47.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['ATTIC', 'SAGE', 'RAIN', 'FROST', 'SOFTBALL', 'FLOOD', 'VOLLEYBALL']","['ATTIC', 'SAGE', 'RAIN', 'FROST', 'SOFTBALL', 'FLOOD', 'VOLLEYBALL']","['VANILLA', 'SUGAR', 'ENTRANCE', 'FISHING', 'LOBBY', 'CLOSET', 'GINGER', 'SAILING', 'FOG']","['VANILLA', 'ATTIC', 'SUGAR', 'ENTRANCE', 'FISHING', 'LOBBY', 'CLOSET', 'GINGER', 'SAGE', 'RAIN', 'SOFTBALL', 'SAILING', 'FROST', 'FOG', 'FLOOD', 'VOLLEYBALL']",7.0,False,"[5382, 2933, 807, 2520, 6215, 2294, 4066]",True,26713.0,categorized_16_7,,,,
64,reminder-random,,reminder,51.0,1443168.0,0.0-48.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['ENTRANCE', 'FISHING', 'CLOSET', 'SAILING']","['FISHING', 'CLOSET', 'SAILING']","['VANILLA', 'SUGAR', 'LOBBY', 'GINGER', 'FOG']","['VANILLA', 'ATTIC', 'SUGAR', 'ENTRANCE', 'FISHING', 'LOBBY', 'CLOSET', 'GINGER', 'SAGE', 'RAIN', 'SOFTBALL', 'SAILING', 'FROST', 'FOG', 'FLOOD', 'VOLLEYBALL']",3.0,False,"[3054, 6741, 5921, 4646]",,,categorized_16_7,ENTRANCE,3000.0,,
65,text-recall,,text-recall,54.0,1551569.0,0.0-51.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['BASEMENT', 'RIDGE', 'RIVER', 'POUND', 'POND', 'SWIMMING', 'GRAPE', 'ROOF', 'CELING', 'CELLAR']","['BASEMENT', 'RIDGE', 'RIVER', 'POND', 'SWIMMING', 'GRAPE', 'ROOF', 'CEILING', 'CELLAR']","['STRAWBERRY', 'RAVINE', 'GYMNASTICS', 'MANGO', 'CHERRY', 'BADMINTON', 'WRESTLING']","['STRAWBERRY', 'CEILING', 'ROOF', 'CELLAR', 'RAVINE', 'GYMNASTICS', 'MANGO', 'GRAPE', 'CHERRY', 'BASEMENT', 'POND', 'BADMINTON', 'SWIMMING', 'WRESTLING', 'RIVER', 'RIDGE']",9.0,False,"[11096, 2005, 2093, 6562, 3464, 5474, 4096, 6064, 3850, 3918]",True,55287.0,categorized_16_8,,,,
66,reminder-random,,reminder,55.0,1592794.0,0.0-52.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['BADMINTON', 'WRESTLING', 'SWIMMING', 'GYMNASTICS']","['WRESTLING', 'GYMNASTICS']","['STRAWBERRY', 'RAVINE', 'MANGO', 'CHERRY']","['STRAWBERRY', 'CEILING', 'ROOF', 'CELLAR', 'RAVINE', 'GYMNASTICS', 'MANGO', 'GRAPE', 'CHERRY', 'BASEMENT', 'POND', 'BADMINTON', 'SWIMMING', 'WRESTLING', 'RIVER', 'RIDGE']",2.0,False,"[4088, 5018, 2891, 6762]",,,categorized_16_8,BADMINTON,3000.0,,
67,text-recall,,text-recall,58.0,1697456.0,0.0-55.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['DESTROYER', 'BALL', 'HORNET', 'STEAMBOAT', 'SEEDS', 'WORM', 'HOSE', 'TANKER', 'KITE', 'WASP', 'CLIPPERS', 'PUZZLE']","['DESTROYER', 'BALL', 'HORNET', 'STEAMBOAT', 'SEEDS', 'WORM', 'HOSE', 'TANKER', 'KITE', 'WASP', 'CLIPPERS', 'PUZZLE']","['SCHOONER', 'BUCKET', 'BLOCKS', 'BUTTERFLY']","['HORNET', 'BALL', 'SCHOONER', 'BUCKET', 'WASP', 'KITE', 'TANKER', 'HOSE', 'WORM', 'BLOCKS', 'BUTTERFLY', 'STEAMBOAT', 'DESTROYER', 'SEEDS', 'PUZZLE', 'CLIPPERS']",12.0,False,"[16968, 2422, 2855, 3463, 2727, 2068, 2299, 2432, 2558, 3269, 5432, 1911]",True,50035.0,categorized_16_3,,,,
68,reminder-worst,,reminder,59.0,1743935.0,0.0-56.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['BUCKET', 'BUTTERFLY']",['BUTTERFLY'],"['SCHOONER', 'BLOCKS']","['HORNET', 'BALL', 'SCHOONER', 'BUCKET', 'WASP', 'KITE', 'TANKER', 'HOSE', 'WORM', 'BLOCKS', 'BUTTERFLY', 'STEAMBOAT', 'DESTROYER', 'SEEDS', 'PUZZLE', 'CLIPPERS']",1.0,False,"[3540, 7092]",,,categorized_16_3,BUCKET,3000.0,,
69,text-recall,,text-recall,62.0,1850989.0,0.0-59.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['BULLETIN', 'SOUL', 'PUNK', 'OPERA', 'HAWK', 'CRANE', 'SUIT', 'OWL', 'NOTE', 'JEANS', 'ALTERNATIVE', 'NOTE', 'ESSAY']","['BULLETIN', 'SOUL', 'PUNK', 'OPERA', 'HAWK', 'CRANE', 'SUIT', 'OWL', 'NOTE', 'JEANS', 'ALTERNATIVE', 'ESSAY']","['ROBE', 'PIGEON', 'BOXERS', 'PAMPHLET']","['ALTERNATIVE', 'OWL', 'NOTE', 'ESSAY', 'SUIT', 'ROBE', 'PIGEON', 'HAWK', 'CRANE', 'PUNK', 'JEANS', 'BOXERS', 'PAMPHLET', 'SOUL', 'OPERA', 'BULLETIN']",12.0,False,"[6407, 1284, 1420, 1956, 1826, 2104, 2310, 1305, 1464, 2338, 18113, 2115, 3279]",True,50323.0,categorized_16_9,,,,
70,reminder-best,,reminder,63.0,1897303.0,0.0-60.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['PIGEON', 'ROBE']",['ROBE'],"['BOXERS', 'PAMPHLET']","['ALTERNATIVE', 'OWL', 'NOTE', 'ESSAY', 'SUIT', 'ROBE', 'PIGEON', 'HAWK', 'CRANE', 'PUNK', 'JEANS', 'BOXERS', 'PAMPHLET', 'SOUL', 'OPERA', 'BULLETIN']",1.0,False,"[2975, 6959]",,,categorized_16_9,PIGEON,3000.0,,
71,text-recall,,text-recall,66.0,1996932.0,0.0-63.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['AXE', 'AXE', 'BALLET', 'BUFFALO', 'WING', 'CAMEL', 'BALLROOM', 'ROOM', 'WALTZ', 'PIG', 'SCREW', 'LEVEL', 'WALLS', 'LIZARD']","['AXE', 'BALLET', 'BUFFALO', 'WING', 'CAMEL', 'BALLROOM', 'ROOM', 'WALTZ', 'PIG', 'SCREW', 'LEVEL', 'WALLS', 'LIZARD']","['KITCHEN', 'TANGO', 'BOLT']","['BALLET', 'BUFFALO', 'PIG', 'KITCHEN', 'TANGO', 'LIZARD', 'SCREW', 'ROOM', 'WALTZ', 'BOLT', 'LEVEL', 'WING', 'BALLROOM', 'CAMEL', 'WALLS', 'AXE']",13.0,False,"[2266, 2363, 2102, 3090, 1474, 2149, 3480, 1468, 2301, 1774, 3677, 9087, 2569, 4387]",True,44195.0,categorized_16_2,,,,
72,reminder-worst,,reminder,67.0,2049319.0,0.0-64.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,['BOLT'],[],"['KITCHEN', 'TANGO']","['BALLET', 'BUFFALO', 'PIG', 'KITCHEN', 'TANGO', 'LIZARD', 'SCREW', 'ROOM', 'WALTZ', 'BOLT', 'LEVEL', 'WING', 'BALLROOM', 'CAMEL', 'WALLS', 'AXE']",0.0,False,[1090],,,categorized_16_2,BOLT,3000.0,,
73,text-recall,,text-recall,70.0,2163018.0,0.0-67.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['STREAM', 'VOLCANO', 'TSUNISM', 'MONSOON', 'LAKE', 'GALE', 'STEAM', 'HARP', 'SOLAR', 'WATER', 'PLATEAU']","['STREAM', 'VOLCANO', 'MONSOON', 'LAKE', 'GALE', 'STEAM', 'HARP', 'SOLAR', 'WATER', 'PLATEAU']","['CLARINET', 'ACCORDION', 'HARMONICA', 'CLOUDS', 'TSUNAMI', 'NUCLEAR']","['VOLCANO', 'CLARINET', 'ACCORDION', 'HARP', 'SOLAR', 'STEAM', 'GALE', 'HARMONICA', 'CLOUDS', 'TSUNAMI', 'MONSOON', 'NUCLEAR', 'LAKE', 'WATER', 'PLATEAU', 'STREAM']",10.0,False,"[5250, 9748, 6551, 2405, 2181, 1778, 2274, 2450, 2457, 3868, 7862]",True,53743.0,categorized_16_6,,,,
74,reminder-random,,reminder,71.0,2205912.0,0.0-68.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,['ACCORDIAN'],[],"['CLARINET', 'HARMONICA', 'CLOUDS', 'TSUNAMI', 'NUCLEAR']","['VOLCANO', 'CLARINET', 'ACCORDION', 'HARP', 'SOLAR', 'STEAM', 'GALE', 'HARMONICA', 'CLOUDS', 'TSUNAMI', 'MONSOON', 'NUCLEAR', 'LAKE', 'WATER', 'PLATEAU', 'STREAM']",0.0,False,[2912],,,categorized_16_6,ACCORDION,3000.0,,
75,text-recall,,text-recall,74.0,2296943.0,0.0-71.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['SHARK', 'TIE', 'BELT', 'DESK', 'OTTOMAN', 'CATFISH', 'LAMP', 'CLOTH', 'SKIRT', 'CABIENT', 'FELT']","['SHARK', 'TIE', 'BELT', 'DESK', 'OTTOMAN', 'CATFISH', 'LAMP', 'CLOTH', 'SKIRT', 'CABINET', 'FELT']","['VELVET', 'DRESS', 'HERRING', 'LEATHER', 'CARP']","['CABINET', 'CLOTH', 'SKIRT', 'DESK', 'BELT', 'OTTOMAN', 'CATFISH', 'VELVET', 'LAMP', 'DRESS', 'FELT', 'HERRING', 'LEATHER', 'CARP', 'TIE', 'SHARK']",11.0,False,"[2211, 1670, 4250, 1177, 2944, 2358, 1952, 5719, 2464, 4602, 3784]",True,35741.0,categorized_16_1,,,,
76,reminder-worst,,reminder,75.0,2357763.0,0.0-72.0,pilot,21,opt-rems-full,debugibM81:debugfnWxH,False,"['LEATHE', 'LEATHER', 'OTTOMAN', 'HERRING']",['HERRING'],"['VELVET', 'DRESS', 'CARP']","['CABINET', 'CLOTH', 'SKIRT', 'DESK', 'BELT', 'OTTOMAN', 'CATFISH', 'VELVET', 'LAMP', 'DRESS', 'FELT', 'HERRING', 'LEATHER', 'CARP', 'TIE', 'SHARK']",1.0,False,"[2002, 1711, 18055, 5764]",,,categorized_16_1,LEATHER,3000.0,,
77,total-points,,,,,,,,,debugibM81:debugfnWxH,,,,,,,,,,,,,,debugibM81:debugfnWxH,114.0
