,type,responses,trial_type,trial_index,time_elapsed,internal_node_id,mode,subject_cond,exp,uniqueid,success,recalled_list,matching_list,missing_list,shown_list,num_correct,instructions,times,correct_sizes,used_time,list_type,reminder,id,total_points
41,reminder,,reminder,66.0,2099332.0,0.0-56.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,False,"['FELT', 'HAY']",[],"['OTTOMAN', 'DROUGHT', 'GALE', 'CYCLONE', 'BUCKET', 'EARTHQUAKE', 'DESK', 'CLIPPERS', 'LAMP']","['OTTOMAN', 'HOSE', 'DROUGHT', 'GALE', 'CYCLONE', 'BUCKET', 'PITCHFORK', 'LACE', 'LINEN', 'EARTHQUAKE', 'DESK', 'CLIPPERS', 'FELT', 'LAMP', 'CLOTH', 'CABINET']",0.0,False,"[2021, 619]",,,categorized_16_3,FELT,,
42,text-recall,,text-recall,69.0,2207086.0,0.0-59.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,False,"['CLOUDS', 'WINDY', 'TECHNO', 'CLARK', 'SHARK', 'WINDY', 'REGGAE', 'TYPHOON', 'TUNA']","['CLOUDS', 'TECHNO', 'SHARK', 'REGGAE', 'TYPHOON', 'TUNA']","['CARP', 'TSUNAMI', 'LETTER', 'BOOKLET', 'CATFISH', 'PAMPHLET', 'WIND', 'REPORT', 'SKA', 'BLUES']","['CLOUDS', 'REGGAE', 'TECHNO', 'CARP', 'TSUNAMI', 'SHARK', 'LETTER', 'TUNA', 'BOOKLET', 'CATFISH', 'PAMPHLET', 'TYPHOON', 'WIND', 'REPORT', 'SKA', 'BLUES']",6.0,False,"[2064, 1283, 2958, 1089, 799, 3821, 1224, 3781, 855]",True,19143.0,categorized_16_6,,,
43,reminder,,reminder,70.0,2282159.0,0.0-60.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,False,"['CATFISH', '', '']",[],"['CARP', 'TSUNAMI', 'LETTER', 'BOOKLET', 'PAMPHLET', 'WIND', 'REPORT', 'SKA', 'BLUES']","['CLOUDS', 'REGGAE', 'TECHNO', 'CARP', 'TSUNAMI', 'SHARK', 'LETTER', 'TUNA', 'BOOKLET', 'CATFISH', 'PAMPHLET', 'TYPHOON', 'WIND', 'REPORT', 'SKA', 'BLUES']",0.0,False,"[8215, 42067, 12942]",,,categorized_16_6,CATFISH,,
44,text-recall,,text-recall,73.0,2358658.0,0.0-63.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,False,"['BROWN', 'HILL', 'CAT', 'MOUSE', 'RAT', 'INDIGO', 'GREY']","['BROWN', 'HILL', 'MOUSE', 'RAT', 'INDIGO']","['SOUL', 'BLUEGRASS', 'INSTRUMENTAL', 'POND', 'GRAY', 'BUFFALO', 'GOAT', 'OPERA', 'FAULT', 'CRIMSON', 'RAVINE']","['SOUL', 'BLUEGRASS', 'INSTRUMENTAL', 'POND', 'GRAY', 'BUFFALO', 'GOAT', 'OPERA', 'BROWN', 'FAULT', 'CRIMSON', 'RAVINE', 'HILL', 'MOUSE', 'INDIGO', 'RAT']",5.0,False,"[7782, 2177, 3082, 1029, 744, 1599, 2737]",True,21421.0,categorized_16_4,,,
45,reminder,,reminder,74.0,2431464.0,0.0-64.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,False,[''],[],"['SOUL', 'BLUEGRASS', 'INSTRUMENTAL', 'POND', 'GRAY', 'BUFFALO', 'GOAT', 'OPERA', 'FAULT', 'CRIMSON']","['SOUL', 'BLUEGRASS', 'INSTRUMENTAL', 'POND', 'GRAY', 'BUFFALO', 'GOAT', 'OPERA', 'BROWN', 'FAULT', 'CRIMSON', 'RAVINE', 'HILL', 'MOUSE', 'INDIGO', 'RAT']",0.0,False,[35425],,,categorized_16_4,RAVINE,,
46,survey-text,"{""Q0"":""""}",survey-text,77.0,2458325.0,0.0-67.0,pilot,9,expAv3,debugqhzqd:debugDUpJ5,,,,,,,,,,,,,,
47,total-points,,,,,,,,,debugqhzqd:debugDUpJ5,,,,,,,,,,,,,debugqhzqd:debugDUpJ5,73.0
48,survey-text,"{""Q0"":""601991785f17dd0cf89e3760""}",survey-text,0.0,19848.0,0.0-0.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,,,,,,,,,,,,,,
49,text-recall,,text-recall,31.0,775361.0,0.0-27.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['FIR', 'ANTELOPE', 'CLOUDS', 'TURTLE', 'NOVEL', 'CEDAR', 'SQUIRREL', 'WIND', 'BUFFALO', 'NOTE', 'MANUSCRIPT', 'PAMPHLET', 'ELM', 'POPLAR']","['FIR', 'ANTELOPE', 'CLOUDS', 'TURTLE', 'NOVEL', 'CEDAR', 'SQUIRREL', 'WIND', 'BUFFALO', 'NOTE', 'MANUSCRIPT', 'PAMPHLET', 'ELM', 'POPLAR']","['DROUGHT', 'TYPHOON']","['POPLAR', 'ELM', 'DROUGHT', 'TYPHOON', 'PAMPHLET', 'MANUSCRIPT', 'NOTE', 'BUFFALO', 'WIND', 'SQUIRREL', 'CEDAR', 'NOVEL', 'TURTLE', 'CLOUDS', 'FIR', 'ANTELOPE']",14.0,False,"[4057, 3788, 5612, 5680, 3562, 3111, 6489, 2683, 4487, 2515, 6389, 6201, 3805, 3326]",True,65878.0,categorized_16_8,,,
50,reminder,,reminder,32.0,803231.0,0.0-28.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['TYPHOON'],[],['DROUGHT'],"['POPLAR', 'ELM', 'DROUGHT', 'TYPHOON', 'PAMPHLET', 'MANUSCRIPT', 'NOTE', 'BUFFALO', 'WIND', 'SQUIRREL', 'CEDAR', 'NOVEL', 'TURTLE', 'CLOUDS', 'FIR', 'ANTELOPE']",0.0,False,[3486],,,categorized_16_8,TYPHOON,,
51,text-recall,,text-recall,35.0,910062.0,0.0-31.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['JEANS', 'SYMPHONY', 'PUNK', 'HAT', 'HUT', 'OPERA', 'MANSION']","['JEANS', 'SYMPHONY', 'PUNK', 'HAT', 'HUT', 'OPERA', 'MANSION']","['EUCALYPTUS', 'REDWOOD', 'BUNGALOW', 'SHORTS', 'EVERGREEN', 'ALTERNATIVE', 'DORMITORY', 'SUIT', 'MAPLE']","['EUCALYPTUS', 'REDWOOD', 'BUNGALOW', 'SHORTS', 'HAT', 'HUT', 'OPERA', 'MANSION', 'EVERGREEN', 'ALTERNATIVE', 'DORMITORY', 'SUIT', 'MAPLE', 'PUNK', 'SYMPHONY', 'JEANS']",7.0,False,"[8336, 4628, 3670, 5539, 1095, 3974, 5132]",True,43689.0,categorized_16_5,,,
52,reminder,,reminder,36.0,960208.0,0.0-32.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['REDWOOD'],[],"['EUCALYPTUS', 'BUNGALOW', 'SHORTS', 'EVERGREEN', 'ALTERNATIVE', 'DORMITORY', 'SUIT', 'MAPLE']","['EUCALYPTUS', 'REDWOOD', 'BUNGALOW', 'SHORTS', 'HAT', 'HUT', 'OPERA', 'MANSION', 'EVERGREEN', 'ALTERNATIVE', 'DORMITORY', 'SUIT', 'MAPLE', 'PUNK', 'SYMPHONY', 'JEANS']",0.0,False,[3591],,,categorized_16_5,REDWOOD,,
53,text-recall,,text-recall,39.0,1085632.0,0.0-35.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['CHICKEN', 'DOVE', 'SWAN', 'BLOCKS', 'SUNSHINE', 'VULTURE', 'HAIL', 'RAIN', 'CLOTH', 'KITE', 'BALL', 'FELT', 'LACE']","['CHICKEN', 'DOVE', 'SWAN', 'BLOCKS', 'SUNSHINE', 'VULTURE', 'HAIL', 'RAIN', 'CLOTH', 'KITE', 'BALL', 'FELT', 'LACE']","['VELVET', 'PUZZLE', 'FLOOD']","['LACE', 'FELT', 'BALL', 'VELVET', 'KITE', 'CLOTH', 'PUZZLE', 'RAIN', 'FLOOD', 'HAIL', 'VULTURE', 'SUNSHINE', 'BLOCKS', 'SWAN', 'DOVE', 'CHICKEN']",13.0,False,"[13902, 3525, 2508, 6373, 2585, 4172, 3034, 3337, 3364, 3101, 3418, 2875, 2895]",True,56891.0,categorized_16_2,,,
54,reminder,,reminder,40.0,1122615.0,0.0-36.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['VELVET'],[],"['PUZZLE', 'FLOOD']","['LACE', 'FELT', 'BALL', 'VELVET', 'KITE', 'CLOTH', 'PUZZLE', 'RAIN', 'FLOOD', 'HAIL', 'VULTURE', 'SUNSHINE', 'BLOCKS', 'SWAN', 'DOVE', 'CHICKEN']",0.0,False,[3603],,,categorized_16_2,VELVET,,
55,text-recall,,text-recall,43.0,1240268.0,0.0-39.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['CHERRY', 'TIE', 'MANGO', 'CAMEL', 'BUCKET', 'COW', 'SEEDS', 'GRAPE', 'DONKEY', 'FIG', 'HOSE', 'ELK']","['CHERRY', 'TIE', 'MANGO', 'CAMEL', 'BUCKET', 'COW', 'SEEDS', 'GRAPE', 'DONKEY', 'FIG', 'HOSE', 'ELK']","['SLIP', 'SKIRT', 'SOIL', 'JACKET']","['SLIP', 'ELK', 'HOSE', 'FIG', 'SKIRT', 'SOIL', 'DONKEY', 'GRAPE', 'SEEDS', 'JACKET', 'COW', 'BUCKET', 'CAMEL', 'MANGO', 'TIE', 'CHERRY']",12.0,False,"[6069, 2759, 3447, 4439, 4332, 2241, 6019, 3077, 3913, 4368, 2596, 2691]",True,46921.0,categorized_16_0,,,
56,reminder,,reminder,44.0,1287130.0,0.0-40.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['SLIP'],[],"['SKIRT', 'SOIL', 'JACKET']","['SLIP', 'ELK', 'HOSE', 'FIG', 'SKIRT', 'SOIL', 'DONKEY', 'GRAPE', 'SEEDS', 'JACKET', 'COW', 'BUCKET', 'CAMEL', 'MANGO', 'TIE', 'CHERRY']",0.0,False,[3029],,,categorized_16_0,SLIP,,
57,text-recall,,text-recall,47.0,1401401.0,0.0-43.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['PIG', 'RULER', 'ELEVATOR', 'BASEMENT', 'BEAR', 'LEVEL', 'SCREW', 'MOUSE', 'BATHROOM', 'WORM', 'HORNET', 'TIGER', 'BOLT']","['PIG', 'RULER', 'ELEVATOR', 'BASEMENT', 'BEAR', 'LEVEL', 'SCREW', 'MOUSE', 'BATHROOM', 'WORM', 'HORNET', 'TIGER', 'BOLT']","['BUTTERFLY', 'WASP', 'CLOSET']","['BOLT', 'TIGER', 'BUTTERFLY', 'HORNET', 'WASP', 'CLOSET', 'WORM', 'BATHROOM', 'MOUSE', 'SCREW', 'LEVEL', 'BEAR', 'ELEVATOR', 'BASEMENT', 'RULER', 'PIG']",13.0,False,"[3772, 1737, 4480, 7201, 3921, 2795, 2461, 2984, 3536, 2579, 6828, 5076, 2506]",True,52162.0,categorized_16_9,,,
58,reminder,,reminder,48.0,1442990.0,0.0-44.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,[],[],"['BUTTERFLY', 'CLOSET']","['BOLT', 'TIGER', 'BUTTERFLY', 'HORNET', 'WASP', 'CLOSET', 'WORM', 'BATHROOM', 'MOUSE', 'SCREW', 'LEVEL', 'BEAR', 'ELEVATOR', 'BASEMENT', 'RULER', 'PIG']",0.0,False,[],,,categorized_16_9,WASP,,
59,text-recall,,text-recall,51.0,1564691.0,0.0-47.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['BATTLESHIP', 'CATFISH', 'MAROON', 'CRIMSON', 'INDIGO', 'COD', 'SCHOONER', 'BARGE', 'TAXI', 'GRAY', 'VAN', 'SHARK']","['BATTLESHIP', 'CATFISH', 'MAROON', 'CRIMSON', 'INDIGO', 'COD', 'SCHOONER', 'BARGE', 'TAXI', 'GRAY', 'VAN', 'SHARK']","['CARP', 'SUBWAY', 'CART', 'FERRY']","['SHARK', 'VAN', 'CARP', 'SUBWAY', 'CART', 'GRAY', 'CATFISH', 'TAXI', 'FERRY', 'BARGE', 'SCHOONER', 'COD', 'INDIGO', 'CRIMSON', 'MAROON', 'BATTLESHIP']",12.0,False,"[6141, 4286, 2744, 6263, 3570, 2291, 4220, 4070, 4401, 3914, 6208, 1580]",True,58465.0,categorized_16_1,,,
60,reminder,,reminder,52.0,1599989.0,0.0-48.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['SUBWAY'],[],"['CARP', 'CART', 'FERRY']","['SHARK', 'VAN', 'CARP', 'SUBWAY', 'CART', 'GRAY', 'CATFISH', 'TAXI', 'FERRY', 'BARGE', 'SCHOONER', 'COD', 'INDIGO', 'CRIMSON', 'MAROON', 'BATTLESHIP']",0.0,False,[3548],,,categorized_16_1,SUBWAY,,
61,text-recall,,text-recall,55.0,1714913.0,0.0-51.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['SKA', 'SKA', 'KITCHEN', 'ENTRANCE', 'ROOM', 'TECHNO', 'FOLK', 'CROW', 'CRANE', 'LOBBY', 'FIDDLE']","['SKA', 'KITCHEN', 'ENTRANCE', 'ROOM', 'TECHNO', 'FOLK', 'CROW', 'CRANE', 'LOBBY', 'FIDDLE']","['PENGUIN', 'HARMONICA', 'INSTRUMENTAL', 'CLARINET', 'ACCORDION', 'FINCH']","['FIDDLE', 'PENGUIN', 'LOBBY', 'HARMONICA', 'CRANE', 'INSTRUMENTAL', 'CLARINET', 'ACCORDION', 'FINCH', 'FOLK', 'CROW', 'TECHNO', 'ROOM', 'ENTRANCE', 'SKA', 'KITCHEN']",10.0,False,"[3372, 1587, 4200, 8850, 2207, 5365, 2959, 2784, 4528, 3271, 6716]",True,47743.0,categorized_16_3,,,
62,reminder,,reminder,56.0,1761033.0,0.0-52.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['INSTRUMENTAL', 'PENGUIN']",['PENGUIN'],"['HARMONICA', 'CLARINET', 'ACCORDION', 'FINCH']","['FIDDLE', 'PENGUIN', 'LOBBY', 'HARMONICA', 'CRANE', 'INSTRUMENTAL', 'CLARINET', 'ACCORDION', 'FINCH', 'FOLK', 'CROW', 'TECHNO', 'ROOM', 'ENTRANCE', 'SKA', 'KITCHEN']",1.0,False,"[6348, 30394]",,,categorized_16_3,INSTRUMENTAL,,
63,text-recall,,text-recall,59.0,1954531.0,0.0-55.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['CELLAR', 'SOLAR', 'OWL', 'DUCK', 'STEAM', 'MONSOON', 'WING', 'PARROT']","['CELLAR', 'SOLAR', 'OWL', 'DUCK', 'STEAM', 'MONSOON', 'WING', 'PARROT']","['FLOOR', 'WATER', 'TSUNAMI', 'FOUNDATION', 'FROST', 'HAWK', 'LIGHTNING', 'ELECTRICITY']","['FLOOR', 'WATER', 'TSUNAMI', 'FOUNDATION', 'FROST', 'HAWK', 'LIGHTNING', 'ELECTRICITY', 'PARROT', 'WING', 'MONSOON', 'STEAM', 'DUCK', 'CELLAR', 'OWL', 'SOLAR']",8.0,False,"[58383, 5123, 2246, 4130, 3241, 5031, 2563, 7508]",True,90000.0,categorized_16_4,,,
64,reminder,,reminder,60.0,1955533.0,0.0-56.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,[],[],[],"['FLOOR', 'WATER', 'TSUNAMI', 'FOUNDATION', 'FROST', 'HAWK', 'LIGHTNING', 'ELECTRICITY', 'PARROT', 'WING', 'MONSOON', 'STEAM', 'DUCK', 'CELLAR', 'OWL', 'SOLAR']",0.0,False,[],,,categorized_16_4,,,
65,text-recall,,text-recall,63.0,2093532.0,0.0-59.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['HANDBALL', 'VOLLEYBALL', 'CABINET', 'RAVINE', 'WATERFALL']","['HANDBALL', 'VOLLEYBALL', 'CABINET', 'RAVINE', 'WATERFALL']","['DESK', 'BALLROOM', 'OTTOMAN', 'RIDGE', 'SALSA', 'LAMP', 'SWING', 'WRESTLING', 'VOLCANO', 'BOWLING', 'WALTZ']","['DESK', 'BALLROOM', 'OTTOMAN', 'RIDGE', 'SALSA', 'LAMP', 'SWING', 'WRESTLING', 'VOLLEYBALL', 'WATERFALL', 'VOLCANO', 'BOWLING', 'WALTZ', 'RAVINE', 'CABINET', 'HANDBALL']",5.0,False,"[3821, 3969, 2656, 4509, 53113]",True,74048.0,categorized_16_6,,,
66,reminder,,reminder,64.0,2117061.0,0.0-60.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,['SALSA'],[],"['DESK', 'BALLROOM', 'OTTOMAN', 'RIDGE', 'LAMP', 'SWING', 'WRESTLING', 'VOLCANO', 'BOWLING', 'WALTZ']","['DESK', 'BALLROOM', 'OTTOMAN', 'RIDGE', 'SALSA', 'LAMP', 'SWING', 'WRESTLING', 'VOLLEYBALL', 'WATERFALL', 'VOLCANO', 'BOWLING', 'WALTZ', 'RAVINE', 'CABINET', 'HANDBALL']",0.0,False,[3480],,,categorized_16_6,SALSA,,
67,text-recall,,text-recall,67.0,2198350.0,0.0-63.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['GATE', 'GALE', 'TROUSERS', 'PEACOOCK', 'GINGER']","['GALE', 'TROUSERS', 'PEACOCK', 'GINGER']","['VANILLA', 'SNOW', 'FALCON', 'EARTHQUAKE', 'SUGAR', 'DRESS', 'CYCLONE', 'PIGEON', 'BOXERS', 'SPARROW', 'ROBE', 'SAGE']","['VANILLA', 'SNOW', 'FALCON', 'EARTHQUAKE', 'SUGAR', 'DRESS', 'CYCLONE', 'PIGEON', 'GINGER', 'BOXERS', 'SPARROW', 'ROBE', 'SAGE', 'PEACOCK', 'TROUSERS', 'GALE']",4.0,False,"[1657, 2304, 6443, 6017, 3650]",True,24493.0,categorized_16_7,,,
68,reminder,,reminder,68.0,2267862.0,0.0-64.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,False,"['SAGE', 'VANILLA']",['VANILLA'],"['SNOW', 'FALCON', 'EARTHQUAKE', 'SUGAR', 'DRESS', 'CYCLONE', 'PIGEON', 'BOXERS', 'SPARROW', 'ROBE']","['VANILLA', 'SNOW', 'FALCON', 'EARTHQUAKE', 'SUGAR', 'DRESS', 'CYCLONE', 'PIGEON', 'GINGER', 'BOXERS', 'SPARROW', 'ROBE', 'SAGE', 'PEACOCK', 'TROUSERS', 'GALE']",1.0,False,"[1959, 2128]",,,categorized_16_7,SAGE,,
69,survey-text,"{""Q0"":""Mini-timer would be great, otherwise everything was great\n""}",survey-text,71.0,2381950.0,0.0-67.0,pilot,2,expAv3,debugDZntQ:debugGz0Ox,,,,,,,,,,,,,,
70,total-points,,,,,,,,,debugDZntQ:debugGz0Ox,,,,,,,,,,,,,debugDZntQ:debugGz0Ox,104.0
71,survey-text,"{""Q0"":""61674adfcb34988f84e50070""}",survey-text,0.0,7399.0,0.0-0.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,,,,,,,,,,,,,,
72,text-recall,,text-recall,29.0,1004636.0,0.0-27.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['STREETCAR', 'TAXI', 'MOOSE', 'GOAT', 'WING', 'TIGER', 'ROOF', 'FLOOR', 'TRAILER']","['STREETCAR', 'TAXI', 'MOOSE', 'GOAT', 'WING', 'TIGER', 'ROOF', 'FLOOR', 'TRAILER']","['VOLLEYBALL', 'DIVING', 'DONKEY', 'GOLF', 'BOXING', 'CART', 'LOBBY']","['TRAILER', 'VOLLEYBALL', 'DIVING', 'FLOOR', 'ROOF', 'STREETCAR', 'DONKEY', 'GOLF', 'MOOSE', 'GOAT', 'BOXING', 'CART', 'LOBBY', 'TIGER', 'WING', 'TAXI']",9.0,False,"[4189, 2081, 2379, 2112, 1726, 4084, 3226, 2843, 4647]",False,55793.0,categorized_16_8,,,
73,reminder,,reminder,30.0,1043634.0,0.0-28.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['VOLLEYBALL', 'TENNIS']",[],"['DIVING', 'DONKEY', 'GOLF', 'BOXING', 'CART', 'LOBBY']","['TRAILER', 'VOLLEYBALL', 'DIVING', 'FLOOR', 'ROOF', 'STREETCAR', 'DONKEY', 'GOLF', 'MOOSE', 'GOAT', 'BOXING', 'CART', 'LOBBY', 'TIGER', 'WING', 'TAXI']",0.0,False,"[6201, 6573]",,,categorized_16_8,VOLLEYBALL,,
74,text-recall,,text-recall,33.0,1166300.0,0.0-31.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['SEEDS', 'LAKE', 'STREAM', 'LAKE', 'FISHING', 'SKIING', 'FISH', 'BOAT', 'WRESTLING', 'HILL', 'BOAT']","['SEEDS', 'LAKE', 'STREAM', 'FISHING', 'SKIING', 'BOAT', 'WRESTLING', 'HILL']","['PITCHFORK', 'CARRIAGE', 'BICYCLE', 'SUBWAY', 'TRACK', 'POND', 'HOSE', 'SOIL']","['PITCHFORK', 'CARRIAGE', 'BICYCLE', 'SKIING', 'FISHING', 'WRESTLING', 'SUBWAY', 'TRACK', 'POND', 'HOSE', 'LAKE', 'SOIL', 'BOAT', 'STREAM', 'HILL', 'SEEDS']",8.0,False,"[4573, 1782, 2789, 1712, 2973, 3807, 4874, 4302, 10733, 8614, 6203]",False,58637.0,categorized_16_4,,,
75,reminder,,reminder,34.0,1202634.0,0.0-32.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['HOSE', 'PITCHFORK']",['PITCHFORK'],"['CARRIAGE', 'BICYCLE', 'SUBWAY', 'TRACK', 'POND', 'SOIL']","['PITCHFORK', 'CARRIAGE', 'BICYCLE', 'SKIING', 'FISHING', 'WRESTLING', 'SUBWAY', 'TRACK', 'POND', 'HOSE', 'LAKE', 'SOIL', 'BOAT', 'STREAM', 'HILL', 'SEEDS']",1.0,False,"[2947, 3782]",,,categorized_16_4,HOSE,,
76,text-recall,,text-recall,37.0,1306316.0,0.0-35.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['WIND', 'TSUNAMI', 'MANSION', 'JET', 'COTTAGE', 'BOAT', 'GOAT', 'HILL', 'HORLOT']","['WIND', 'TSUNAMI', 'MANSION', 'JET', 'COTTAGE']","['MOTORCYCLE', 'MOSQUITO', 'BLIZZARD', 'BEETLE', 'TROLLEY', 'GALE', 'HOTEL', 'WORM', 'HORNET', 'BUNGALOW', 'VAN']","['JET', 'MANSION', 'MOTORCYCLE', 'MOSQUITO', 'BLIZZARD', 'BEETLE', 'TROLLEY', 'GALE', 'HOTEL', 'COTTAGE', 'WORM', 'HORNET', 'BUNGALOW', 'VAN', 'WIND', 'TSUNAMI']",5.0,False,"[2825, 4081, 3907, 4802, 4052, 6186, 1866, 3369, 6035]",False,42818.0,categorized_16_6,,,
77,reminder,,reminder,38.0,1359299.0,0.0-36.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['WORM', 'GARDEN', 'MOTORCYCLE', 'BUNGELOW']","['MOTORCYCLE', 'BUNGALOW']","['MOSQUITO', 'BLIZZARD', 'BEETLE', 'TROLLEY', 'GALE', 'HOTEL', 'HORNET', 'VAN']","['JET', 'MANSION', 'MOTORCYCLE', 'MOSQUITO', 'BLIZZARD', 'BEETLE', 'TROLLEY', 'GALE', 'HOTEL', 'COTTAGE', 'WORM', 'HORNET', 'BUNGALOW', 'VAN', 'WIND', 'TSUNAMI']",2.0,False,"[3097, 3224, 10068, 8346]",,,categorized_16_6,WORM,,
78,text-recall,,text-recall,41.0,1474246.0,0.0-39.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['BALLROOM', 'ROOM', 'TRAIN', 'TRACTOR', 'SALSA', 'BATHROOM', 'LAMP', 'ENTRANCE', 'TRAIN', 'ATTIC']","['BALLROOM', 'ROOM', 'TRAIN', 'TRACTOR', 'SALSA', 'BATHROOM', 'LAMP', 'ENTRANCE', 'ATTIC']","['WAGON', 'HELICOPTER', 'BUREAU', 'OTTOMAN', 'BALLET', 'TANGO', 'CABINET']","['SALSA', 'WAGON', 'ENTRANCE', 'TRAIN', 'TRACTOR', 'HELICOPTER', 'BUREAU', 'ATTIC', 'BATHROOM', 'LAMP', 'ROOM', 'OTTOMAN', 'BALLET', 'TANGO', 'CABINET', 'BALLROOM']",9.0,False,"[3936, 2740, 3037, 7409, 2491, 4300, 2626, 7147, 4516, 12069]",False,58902.0,categorized_16_9,,,
79,reminder,,reminder,42.0,1510645.0,0.0-40.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['BALLET', 'BALLROOM']",[],"['WAGON', 'HELICOPTER', 'BUREAU', 'OTTOMAN', 'TANGO', 'CABINET']","['SALSA', 'WAGON', 'ENTRANCE', 'TRAIN', 'TRACTOR', 'HELICOPTER', 'BUREAU', 'ATTIC', 'BATHROOM', 'LAMP', 'ROOM', 'OTTOMAN', 'BALLET', 'TANGO', 'CABINET', 'BALLROOM']",0.0,False,"[3873, 6632]",,,categorized_16_9,BALLET,,
80,text-recall,,text-recall,45.0,1604093.0,0.0-43.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['MANUSCRIPT', 'BRIT', 'BALLOT', 'FRED']",['MANUSCRIPT'],"['TANKER', 'BIRCH', 'REDWOOD', 'DIGEST', 'EVERGREEN', 'CROW', 'CANARY', 'BULLETIN', 'PIGEON', 'FERRY', 'STEAMBOAT', 'BARGE', 'FINCH', 'FIR', 'BOOKLET']","['MANUSCRIPT', 'TANKER', 'BIRCH', 'REDWOOD', 'DIGEST', 'EVERGREEN', 'CROW', 'CANARY', 'BULLETIN', 'PIGEON', 'FERRY', 'STEAMBOAT', 'BARGE', 'FINCH', 'FIR', 'BOOKLET']",1.0,False,"[12237, 4888, 5324, 6340]",False,34372.0,categorized_16_2,,,
81,reminder,,reminder,46.0,1664686.0,0.0-44.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['STEAMBOAT', 'BUREU']",[],"['TANKER', 'BIRCH', 'REDWOOD', 'DIGEST', 'EVERGREEN', 'CROW', 'CANARY', 'BULLETIN', 'PIGEON', 'FERRY', 'BARGE', 'FINCH', 'FIR', 'BOOKLET']","['MANUSCRIPT', 'TANKER', 'BIRCH', 'REDWOOD', 'DIGEST', 'EVERGREEN', 'CROW', 'CANARY', 'BULLETIN', 'PIGEON', 'FERRY', 'STEAMBOAT', 'BARGE', 'FINCH', 'FIR', 'BOOKLET']",0.0,False,"[6705, 40325]",,,categorized_16_2,STEAMBOAT,,
82,text-recall,,text-recall,49.0,1816819.0,0.0-47.0,pilot,1,expAv3,debugZXouQ:debugL6Urp,False,"['CHICKEN', 'PAMPHLET', 'HAT', 'BLUEGRASS', 'DRESS', 'SWAN', 'PARROT', 'PUNK', 'INSTRUMENT', 'EDITORAL', 'FALCON']","['CHICKEN', 'PAMPHLET', 'HAT', 'BLUEGRASS', 'DRESS', 'SWAN', 'PARROT', 'PUNK', 'EDITORIAL', 'FALCON']","['INSTRUMENTAL', 'BOXERS', 'NOVEL', 'GOSPEL', 'REPORT', 'JEANS']","['BLUEGRASS', 'HAT', 'DRESS', 'PARROT', 'INSTRUMENTAL', 'SWAN', 'FALCON', 'PUNK', 'BOXERS', 'EDITORIAL', 'NOVEL', 'GOSPEL', 'REPORT', 'JEANS', 'PAMPHLET', 'CHICKEN']",10.0,False,"[7476, 5320, 4040, 19905, 9922, 10756, 3082, 11606, 4184, 9567, 4036]",False,90000.0,categorized_16_5,,,
